# gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs
6.085565018194050158e-01 4.988304689033289940e-01 -1.011302251610640551e-01 4.395779602051456264e-03 8.266700662690556917e+34 7.282125242091035864e+34
5.483378108602688927e-01 4.401812822541813497e-01 -8.637545031281336494e-02 4.608420594385147229e-03 1.784819259187294393e+35 8.191817382017980627e+34
1.064138056988193082e+00 4.205751013204373639e-02 -6.866459340895920971e-03 -5.241442973222378764e-05 1.010668049087149201e+35 6.744596458917486391e+34
1.297475946216149811e+00 -2.334881540212152273e-01 5.221551479850403826e-02 -3.367522633768003752e-03 1.424191419980976344e+35 9.864027934979048078e+34
6.346185275490972000e-01 3.659888893337978066e-01 -6.561086433831604670e-02 2.964305876812877057e-03 1.369520069710320718e+35 7.822405641311301834e+34
1.170116306928659977e+00 -1.072612905825174046e-01 3.294913329786006151e-02 -2.775482805434882974e-03 9.973675977756973253e+34 8.360929039469365570e+34
1.276403651878579737e+00 -1.148410234294554300e-01 1.389082528162786413e-02 -5.117322685326142076e-04 1.061263523602119341e+35 7.241283607799840029e+34
1.067612764596970854e+00 8.902771493965894178e-02 -2.359650144505498481e-02 5.013344230464062638e-04 9.262453834602797303e+34 6.714428415829961308e+34
1.083030000514797697e+00 -3.465267083658674779e-02 3.673098982500633009e-03 5.712819807815277645e-05 1.672124702335532715e+35 1.016204103099995821e+35
9.394966896876771889e-01 1.426471738698864566e-01 -3.010700273031925028e-02 9.688327592471386671e-04 1.089264998909854068e+35 8.745234796881373274e+34
8.489965174910898416e-01 1.165488896428479304e-01 -1.499557867676436056e-02 3.853959344389189484e-04 1.439855469135800058e+35 1.261438347762765863e+35
3.477027982198546696e-01 3.576027727940001566e-01 -3.105233459480923400e-02 -2.916479795005212411e-04 3.717741216090651546e+35 1.622624453947931616e+35
6.641979674279582246e-01 2.274526526087606026e-01 -2.542709136346648843e-02 2.633807250302589364e-04 1.438116663220319562e+35 1.419754657766211170e+35
7.192222893383880544e-01 3.548238927866030346e-01 -7.677620824899904217e-02 3.706465075064461524e-03 1.118197732804162878e+35 8.858309877436537064e+34
4.747555483272885013e-01 3.324616426458898433e-01 -3.280443523453496768e-02 -7.651981311221448543e-06 1.603221543692565515e+35 1.525393123867170296e+35
3.985542209772100497e-01 3.286073078545048154e-01 -3.012814558335277781e-02 3.680317798829708118e-05 2.496804684124460004e+35 2.122041558594417771e+35
7.910348865314703604e-01 3.602237355097338556e-01 -7.047712470523030681e-02 2.778881008209986916e-03 7.901229355640364013e+34 5.209798855329263771e+34
3.922652584525848640e-01 4.778458978752766484e-01 -7.570600945589621433e-02 2.809526131589323329e-03 1.659809426174269612e+35 1.367612312608012704e+35
6.438200541989756998e-01 3.522738486228853549e-01 -5.821225162799457953e-02 2.504840519248722943e-03 1.080492876443328429e+35 8.193034638661462998e+34
1.042234727219178980e+00 9.346388000858918410e-02 -1.393599009122708891e-02 -1.987482157915652285e-04 8.843677909671132039e+34 5.446249182616489790e+34
5.236729995410147609e-01 3.984906036975600641e-01 -7.144871040059444511e-02 3.467401494389489580e-03 2.236357315839607640e+35 1.042328331446806928e+35
6.259122919142133812e-01 3.673997802283348046e-01 -6.003396564338860791e-02 2.381746984619198364e-03 1.024949544345054911e+35 8.631895698507566137e+34
4.739172948398921448e-01 4.317259541847416893e-01 -7.049835323143686938e-02 3.045612930851837510e-03 1.418738268842637847e+35 1.219417165256505831e+35
4.692714074007355296e-01 4.826993041183611499e-01 -7.425489391885722879e-02 2.613267040060643885e-03 1.202074267255116524e+35 7.845604893562080077e+34
3.535169929116350751e-01 5.105479812940347806e-01 -8.484680133744335051e-02 3.813263732213900085e-03 2.320598153486943307e+35 1.121634684918280156e+35
4.712681099161067366e-01 4.774787996295387082e-01 -7.265606108574673705e-02 2.562436182804703633e-03 1.395755944524023237e+35 7.025209806626682804e+34
7.596228301623041412e-01 3.756794623236290875e-01 -9.028462106254034336e-02 4.992590468937218792e-03 9.772029043297192888e+34 7.728762272968962146e+34
2.088890213704824861e-01 6.889392992564935536e-01 -1.210874400147154417e-01 5.466902938403283944e-03 1.539960649269416771e+35 1.171979551490622665e+35
5.281498830182894677e-01 5.317758583277679696e-01 -1.028777477090730141e-01 4.503521341178891475e-03 9.363983879275964323e+34 7.837680507707694724e+34
9.466697173241024332e-01 6.402826246631265761e-02 -1.441110302460688920e-02 1.048347583451807305e-03 1.468494806772950331e+35 1.301204911727503204e+35
9.380130281898351186e-01 5.450531665767934485e-03 1.592758555653332395e-02 -1.826246118964068316e-03 1.345327773736047820e+35 1.332213551208060865e+35
7.706068349025523290e-01 2.838445568375408401e-01 -5.521990047116749623e-02 2.005510335276904609e-03 1.179783681794850150e+35 8.377242022785936508e+34
4.704328690546091263e-01 5.753753448420531047e-01 -1.155032266427339638e-01 5.721637524239126839e-03 1.036272314291645227e+35 8.502532374472340415e+34
3.439803959296351965e-01 6.841525720640386776e-01 -1.216290199236289976e-01 5.277936729681752953e-03 8.752199758181766684e+34 7.333857875101194211e+34
1.374614627405535527e+00 -5.558099260130211494e-02 -5.169250046222694309e-03 6.460094796620151998e-05 5.342462189796903412e+34 4.862268195238697817e+34
3.237175194483470353e-01 8.063904266651042985e-01 -1.735362628273741936e-01 8.965944839729863766e-03 9.303590245859711932e+34 7.103057088573980728e+34
3.166495439502119980e-01 7.588514825039400780e-01 -1.607060147279448792e-01 8.337467726485036507e-03 1.172415500992959896e+35 7.968735065676417767e+34
9.867755473688119006e-01 3.211009769155526161e-02 1.462658651146545898e-03 -8.348738985845064733e-04 1.539174647202543959e+35 8.583617537246027234e+34
1.304611275964538519e+00 -1.156932561573682933e-01 1.302099375683462776e-02 -1.006696391877949862e-03 1.268421712121629502e+35 5.929499973921073708e+34
6.418769791185371387e-01 2.263969940700555350e-01 -2.563360658750118287e-02 2.605722523355803125e-04 2.981429513152997771e+35 1.099543928873803757e+35
7.534954948689156495e-01 2.117700093631139369e-01 -2.120746934049326862e-02 -1.118843486693858860e-04 1.130349280173476181e+35 8.491645421410713145e+34
1.129254522955899898e+00 3.466399219762229464e-04 -7.423618369686371676e-03 7.314840439489385827e-04 9.150922444578482709e+34 8.388093338956127355e+34
1.103729293370824260e+00 -5.865883752373918930e-02 2.573881251185522467e-02 -2.305429359342840104e-03 1.003339829378485754e+35 7.927693754392284625e+34
9.402542716244961518e-01 4.164385554808142098e-02 8.804980232618164759e-03 -1.487176982057367277e-03 1.252694481656363325e+35 9.031625609836058989e+34
1.064182714150705644e+00 6.255111487997572217e-02 -1.784120928305643269e-02 8.856963893300345185e-04 1.085433697723502372e+35 6.749582670146487851e+34
4.031944706538024836e-01 6.075181884229919893e-01 -1.196278041199651254e-01 6.118234729578212253e-03 1.036415867050781283e+35 1.010178536926321377e+35
3.503392082529182550e-01 6.412287356398275184e-01 -1.063619195783719329e-01 4.284179829675812366e-03 1.032240366013622158e+35 6.839072807763428671e+34
6.121830894257839217e-01 4.085208387462552770e-01 -7.685223957566732211e-02 3.773419458175093864e-03 1.002640999944723546e+35 9.038214027829391781e+34
4.038299844367146951e-01 6.231028809354479669e-01 -1.211931018942557087e-01 5.313900564567488119e-03 1.140402770701646407e+35 8.836399005220191629e+34
4.383611606539259964e-01 4.979699035150124131e-01 -9.188216076809890831e-02 4.412278636956270227e-03 1.620584004537907788e+35 1.142655653542880759e+35
5.178911734256097521e-01 3.760625154066869480e-01 -6.340533435587612787e-02 3.046883812026909919e-03 1.650367103928436193e+35 1.441073677992656281e+35
1.117951221979037513e+00 -1.634412652142921279e-02 3.637763878306423272e-03 -8.550191006110855916e-04 1.009500888602046300e+35 8.538351780817034142e+34
6.474506473610642798e-01 1.644312786529971426e-01 -5.960630409804530336e-03 -1.011190731466710038e-03 2.310643395728982164e+35 1.698402668305576106e+35
3.464677570789226890e-01 4.379314169748785290e-01 -5.464494090275047455e-02 1.181322931585754559e-03 2.279659566030575682e+35 1.409596838482054696e+35
7.259637464260303430e-01 3.516345716269086985e-01 -6.983788119664287308e-02 3.505623083074361438e-03 9.550951439668241807e+34 7.095462198465348252e+34
1.255249514655469190e+00 -9.119925477976872918e-02 2.360216377725268128e-02 -2.002326440483208521e-03 8.408622632787419308e+34 5.113822353822298534e+34
1.105760301452106908e+00 4.995002637055780126e-02 -1.939680257357775245e-02 8.887985981834638054e-04 1.305311632311911302e+35 5.814644383908003617e+34
3.366409833487293279e-01 6.502873595461154954e-01 -1.159264845155423829e-01 4.825488623132081697e-03 9.807640871806761949e+34 9.536665675894390782e+34
2.579054412482674752e-01 7.118127470523635258e-01 -1.235413185008154557e-01 5.772574361923100798e-03 1.055816775991424848e+35 8.071773944902540704e+34
3.496029071159614254e-01 4.806464451579881003e-01 -6.710716103387230624e-02 2.303989426620694711e-03 1.720160514522653108e+35 1.214110080616782764e+35
5.032227689164996409e-01 2.906810622068288774e-01 -2.614630018842397860e-02 -1.352696959709277346e-04 1.767173706375353517e+35 1.730960416351906591e+35
2.465434077924530121e-01 5.235051453853004633e-01 -6.701523156917821300e-02 1.708313634980629207e-03 2.128921207214894709e+35 1.337567244529181198e+35
7.116960353356859281e-01 1.145430844079921434e-01 3.018834043028084321e-03 -1.399580723154038916e-03 1.954728497405046194e+35 1.844704534667941035e+35
6.106401511205198362e-01 5.140092158927712651e-01 -1.049623660811964537e-01 5.242634985629299887e-03 8.052562653495511653e+34 6.136533678151024484e+34
6.179620831844717666e-01 3.387921395222351362e-01 -4.982155573306017160e-02 1.534395615888776857e-03 1.514164046458574925e+35 7.584542608909965303e+34
1.107673923584363784e+00 7.132386918790699359e-02 -1.911180721934407217e-02 9.826847692500344927e-04 8.500848925333745000e+34 5.191388701077188736e+34
3.010230711334040410e-01 7.268374172483964557e-01 -1.358066896057532336e-01 5.896411420561246258e-03 1.075334514484784970e+35 7.519465949433814582e+34
1.132432170430129892e+00 -1.875817996887218231e-01 5.366091601494279995e-02 -3.764798166658641938e-03 1.722654000121191645e+35 1.591176341818251431e+35
6.665478964219037072e-01 3.516620965327487691e-01 -6.768587415036951549e-02 2.786109992858227646e-03 1.230100168706364401e+35 1.001672368959029002e+35
2.420671179772759807e-01 5.110556699887758292e-01 -6.953014099675286497e-02 2.257633401579137340e-03 3.355736898471153825e+35 1.368342439371087589e+35
5.509447438384130757e-01 3.246004073972919013e-01 -4.357720139291176853e-02 1.042036197616319449e-03 2.099019145394403524e+35 1.103198057250715646e+35
3.649302276989829785e-01 6.028228297985118722e-01 -1.008377304935794139e-01 4.138240327775348157e-03 1.341824317457315280e+35 6.888603199548855545e+34
4.085966674942881349e-01 4.605348976996593846e-01 -7.807148452750968526e-02 3.643397618651251797e-03 1.857659171896740892e+35 1.478623995532124699e+35
2.528981255290201346e-01 6.890417468502531007e-01 -1.325791149344336117e-01 6.886417508836976606e-03 1.391144357777794644e+35 1.225632934917589314e+35
5.872943464363368227e-01 2.761665505117611996e-01 -3.477716938994127038e-02 8.941339864589018405e-04 1.855238069652194066e+35 1.375830469207423251e+35
8.561670989455718583e-01 2.717549027904742620e-01 -4.276395356408534132e-02 1.121662906217296782e-03 6.420149132110179105e+34 5.701702676740385712e+34
1.027689343870051841e+00 -7.816388730096614224e-02 3.196831226261119541e-02 -2.889776657744915541e-03 1.792080467139571998e+35 1.259436115508521027e+35
6.741276654339652952e-01 3.714716920221085017e-01 -6.805000539758405964e-02 3.315768541703699012e-03 8.700721196230954682e+34 8.003246823478812567e+34
5.645604669176567114e-01 3.490652359310837394e-01 -4.289015435872929605e-02 7.339575350938870937e-04 1.185479651265740660e+35 9.677860708623392902e+34
3.154748799087186417e-01 4.866871740586437012e-01 -6.365655430014087457e-02 1.553495056595804872e-03 1.723750293926631600e+35 1.434638318603965622e+35
2.923929443579786347e-01 5.871540913540239659e-01 -9.575099924206750823e-02 3.897326797724516654e-03 1.389073210600456902e+35 1.269401338112794356e+35
3.475580270835698649e-01 5.790457330172962269e-01 -1.065700784685483932e-01 5.260373610501603743e-03 1.460128988866364032e+35 1.202848337732959087e+35
2.706114484078941951e-01 6.218358593440003190e-01 -9.943097426838663766e-02 3.790380956776504690e-03 1.323736315321443895e+35 1.077502895659799108e+35
3.116325051340179120e-01 4.870375168191838355e-01 -6.172978500810354791e-02 1.544136380915800411e-03 1.652649616237230231e+35 1.357068551432981635e+35
1.020199319881554212e+00 2.953094555659465104e-01 -8.146276747980377153e-02 4.467214340751675741e-03 5.039980299085207161e+34 4.864323796503161062e+34
6.118298243181510276e-01 2.612860997563431487e-01 -4.076681126656004489e-02 2.024223088653494609e-03 2.286648932472765609e+35 1.517056275362235349e+35
2.579538561691189780e-01 5.827748198524990153e-01 -9.897120587052225804e-02 4.615146180203003219e-03 2.040030695170494135e+35 1.473176429435795588e+35
9.977396742566797538e-01 1.833043134631807264e-02 -1.930793070464221356e-03 -2.101728672522078798e-05 1.329548663140487814e+35 1.290785122259025598e+35
6.986935978400740099e-01 1.944722737863703588e-01 -1.930311686636946439e-02 -1.084385781489254161e-04 1.800693867932180773e+35 1.239220860677684362e+35
4.321377745465408426e-01 4.979229552296877137e-01 -9.122040790794472276e-02 4.679270909615311155e-03 1.443360378931492250e+35 1.196876553369135961e+35
2.828888874070159543e-01 4.565110386862886727e-01 -5.350802257308213961e-02 1.089660337823174707e-03 3.398345275915740464e+35 1.294895566533229986e+35
3.679051412996199866e-01 4.619912009462421310e-01 -7.259365451079516363e-02 2.947676370221037623e-03 3.719375503194721419e+35 1.134837784618700823e+35
5.005660155488856899e-01 6.230458542134017508e-01 -1.324045297142836808e-01 6.319315513153773642e-03 9.362758552475114584e+34 6.817957113598456793e+34
9.104241926470389989e-01 1.198178155888569296e-01 -2.074336007538318122e-02 6.241396346111426161e-04 2.117985742169764747e+35 6.911996790339734636e+34
2.501971428262823594e-01 8.068656490256945757e-01 -1.592933223730061409e-01 7.914476628009410250e-03 8.741115578995137475e+34 8.477995243993698361e+34
1.134075554229977634e+00 -2.921914413200452434e-03 -6.001419876387905847e-03 6.747435994838176226e-04 1.074968575105726859e+35 6.884834262973367699e+34
3.606435571591460887e-01 7.500104822813054017e-01 -1.622482997131521609e-01 8.261238790769618798e-03 9.943903424237726759e+34 7.963179450722258900e+34
1.003267080684495438e+00 1.799516064283120109e-01 -4.778090437099828669e-02 1.945796150045249299e-03 8.972275009149783090e+34 6.384930661473132386e+34
5.762074816379175735e-01 6.334408592698916873e-01 -1.547879839198452734e-01 8.711570867282393549e-03 8.162262307051171872e+34 6.869178710806707624e+34
1.292678228251683548e+00 -7.641912639049347478e-02 2.231602606901319195e-03 1.091931573503806055e-04 7.698670259821154880e+34 6.618532314749634365e+34
5.368635571174694698e-01 5.542306963067075154e-01 -1.165281827199517728e-01 6.322888045710293656e-03 9.529760019170781790e+34 7.122717129597772334e+34
1.213811962250338050e+00 -1.381078025228908990e-01 2.687871517213365896e-02 -1.523156392455001559e-03 1.857207543943484281e+35 7.874366651401283188e+34
9.485565262211705928e-01 3.364748534484466452e-02 1.019232950110678278e-02 -1.522319594307144572e-03 1.364297141565127291e+35 8.490687080225939424e+34
1.226696953560415970e+00 -1.357420562474725978e-01 2.556086272796588912e-02 -1.323983631608485279e-03 1.561645026519912944e+35 7.627332497063479645e+34
2.286060217963143404e-01 6.297633973710971000e-01 -1.006029158410100405e-01 3.773848106578454615e-03 1.857547245618593887e+35 1.106799808575889466e+35
1.268434304783750299e+00 -1.688571527790726223e-01 3.411484286113787567e-02 -2.146409577195709795e-03 1.376004073976885670e+35 7.952995516760814433e+34
5.608559542664857123e-01 3.102676183638182761e-01 -4.176694931475837674e-02 1.121156201433743706e-03 1.627739888785704136e+35 1.454353338331659241e+35
9.516566224225315729e-01 -1.600341317585351683e-02 1.616802666206073810e-02 -1.469118898918451988e-03 2.328328880077036043e+35 1.142645935411028979e+35
2.489791063684720362e-01 5.778979705328111116e-01 -9.455558577186450042e-02 4.225124085698593428e-03 1.966188298730050933e+35 1.501478257155165936e+35
3.547705926001391008e-01 5.558779050584706782e-01 -1.000768416044078568e-01 4.929206690482103130e-03 1.510367402479559992e+35 1.245258391172963938e+35
7.981896645811289437e-01 1.707048627676943098e-01 -1.193543035625556532e-02 -7.367444680836238418e-04 1.430254427089197100e+35 6.916782415640699775e+34
9.164688023639380177e-01 1.086391739483997393e-01 -1.280996607971400005e-02 -2.746577024753127112e-04 1.246995346389995454e+35 8.564629363084714858e+34
6.688533584935304477e-01 3.769477943420925237e-01 -6.522463143756480897e-02 2.356064139871351208e-03 8.360556028793468399e+34 8.099794127221627662e+34
2.337356211800203920e-01 5.591136402606946554e-01 -8.431051125890873243e-02 3.201248062102142293e-03 2.396944883306008938e+35 1.447990104427743190e+35
5.590014258856493834e-01 3.229595130161933558e-01 -5.055780540280624402e-02 2.091162604322544406e-03 2.237279482382482159e+35 1.272152125880334154e+35
3.677861764291759372e-01 5.693362162796437032e-01 -1.011309304764965444e-01 4.303019941319419922e-03 1.384639663434025572e+35 1.112572854255112990e+35
3.867397541366660030e-01 8.316713693757959991e-01 -1.813402095319565643e-01 8.974419511144606648e-03 6.354171417224862009e+34 6.132887998900837549e+34
5.817283908971221384e-01 2.788861316751607977e-01 -3.554847401026450110e-02 9.730714702898433585e-04 2.168695863891345665e+35 1.256755067004034781e+35
5.359562061859571847e-01 3.600946942332621803e-01 -6.125805331658618069e-02 3.061688820888930525e-03 2.424309296431839178e+35 1.095441234421286534e+35
4.193498380710188878e-01 4.096881459345121934e-01 -5.246480670587972545e-02 1.454253423529666168e-03 2.027928833773190374e+35 1.101487435989545468e+35
5.909073226532639556e-01 3.618386562285659247e-01 -6.314994127801701329e-02 2.898045920558041388e-03 1.568784611643276541e+35 9.921193744624946616e+34
4.697155674817150572e-01 4.530268386506990375e-01 -7.280297182277832568e-02 3.010082058020955090e-03 1.203689466541451115e+35 1.116740560303585618e+35
3.352172992222176573e-01 4.735412853045937176e-01 -7.333936976225441384e-02 3.194262297801378405e-03 2.520048042701025599e+35 1.488063998005806735e+35
2.970720734650035277e-01 4.644586774768659221e-01 -6.295756208688474409e-02 2.190067794459786121e-03 2.633625209897063076e+35 1.612582769363901362e+35
3.708958396676983460e-01 4.473318116838229663e-01 -5.977714480692200572e-02 1.884546303251122094e-03 2.165968403457021239e+35 1.122325898065830660e+35
8.098817124561310532e-01 3.371720426052254305e-01 -8.253246247433719540e-02 4.757468362375514952e-03 8.649198136681301496e+34 7.662092033309433680e+34
4.808951234319370771e-01 5.649934123920413720e-01 -1.013873481150152495e-01 4.237194043477320385e-03 8.041175225557243925e+34 7.703947353283396116e+34
2.033518051003061766e-01 5.835872102020703833e-01 -9.184668849374111321e-02 3.805598456178645953e-03 2.186768610847469639e+35 1.833837373302816280e+35
6.834514530028519275e-01 3.963189318460872412e-01 -6.005479210725910705e-02 1.898165439448835879e-03 7.123860248718699543e+34 5.652216010095647609e+34
4.372571682422188299e-01 4.655835244378953020e-01 -7.255976239861806898e-02 2.663676522781804629e-03 1.475272770627583956e+35 1.050512250274237455e+35
7.137242928249251106e-01 4.176938725655763296e-01 -8.802699305312372546e-02 4.214918011213843012e-03 8.068462213305061355e+34 6.586762378849338497e+34
2.003407911423584487e-01 5.900511544419105858e-01 -8.979503512156040979e-02 3.295629102110475463e-03 2.099982415528772088e+35 1.667575794063136555e+35
3.595717632907005079e-01 7.708030188686512130e-01 -1.652370603425810103e-01 8.720681497212489156e-03 8.546223647907352214e+34 7.109391097552333716e+34
4.200481755055190392e-01 4.126277355672929859e-01 -5.609945690505298288e-02 1.380243539006837392e-03 1.942684724251095443e+35 1.391097368616399027e+35
6.866336974900206780e-01 2.021096797453770522e-01 -1.556039320126391227e-02 -6.292758402180225396e-04 1.794246842701443695e+35 1.027750994652368890e+35
4.045039023626797459e-01 4.193859678122742740e-01 -6.089652820301505454e-02 2.146057557350189264e-03 2.815350666997572080e+35 1.241426912570595671e+35
3.298243620175648205e-01 6.792001376240675015e-01 -1.213416342435797435e-01 5.155792321027300416e-03 1.083226897743176204e+35 7.237856454073133510e+34
2.350123691631084977e-01 6.660492759900245030e-01 -1.218072032158068752e-01 5.744458890070604055e-03 1.519238728714719510e+35 1.437752998423318916e+35
1.036304086211402797e+00 8.160359687883450563e-02 -2.430818149264087416e-02 1.475017324638908545e-03 1.045095449997142346e+35 8.050040285042165316e+34
3.295384019643579632e-01 5.492318023469436872e-01 -9.164903909637521495e-02 4.328152053112544785e-03 1.915692994545441804e+35 1.015483959066319077e+35
9.030106011786560583e-01 2.414673371957841708e-01 -4.881995562541419087e-02 1.834443328002418466e-03 1.076324701064776492e+35 4.766989058705266710e+34
3.730627621049258935e-01 8.653850771146882614e-01 -1.996460185175301938e-01 1.071119654192125015e-02 7.406356258700238240e+34 5.937636951854264439e+34
2.334060763070781586e-01 5.628305076782482708e-01 -8.950635150742231039e-02 3.958387678806507375e-03 2.239858520951110174e+35 1.668062903742810122e+35
3.979076516270064756e-01 7.017365122211397521e-01 -1.435064727643780846e-01 7.005008995410915221e-03 9.027327889558566834e+34 7.045180447066461563e+34
4.248505882436962033e-01 4.854773154804337132e-01 -7.369353264322452135e-02 2.866033593716363001e-03 1.412764580807132834e+35 8.741183990833986647e+34
3.670064118386794361e-01 4.503794210776378426e-01 -6.614911927126052027e-02 2.413498257518925053e-03 2.217894755958396163e+35 1.453890932465641939e+35
7.078973286788046160e-01 1.943780075994937517e-01 -1.910071957124992448e-02 -3.272981973448580752e-05 1.587877255590221555e+35 1.200647660277109865e+35
9.347255706606765191e-01 2.007211937448712472e-02 1.641374470900252777e-02 -2.202846913706770025e-03 1.547704658526299766e+35 9.107521709481919233e+34
5.572444010478407872e-01 5.485787159428250348e-01 -1.180452975424042678e-01 5.615325861641102222e-03 1.199566152410101899e+35 6.721401329101201849e+34
2.924836361903360160e-01 5.700639003507745883e-01 -7.857975010834568341e-02 2.196157161538329385e-03 1.459733823640967357e+35 9.157585963676109855e+34
8.817604175457423032e-01 3.660274039661975953e-01 -8.332208741193211643e-02 4.071050934399234739e-03 5.675605589122219837e+34 4.877215477242368281e+34
3.615705509189225397e-01 5.084474408914846366e-01 -8.641598464696495507e-02 3.909461839572292256e-03 2.114722457394348838e+35 1.256330780820123496e+35
3.921218317636417372e-01 4.729564711335222382e-01 -7.524966757603347711e-02 2.721334949126414781e-03 1.815272516318788139e+35 1.413191469905188011e+35
3.257839819338249066e-01 6.748598573135665690e-01 -1.219455196895232185e-01 5.951186946078976248e-03 9.540348646166156574e+34 8.113249810807354888e+34
7.301786517451951397e-01 3.384763163108747697e-01 -6.267243251650116143e-02 2.731871343888568962e-03 8.788035153120549151e+34 7.360631147359128276e+34
2.384385132728391865e-01 6.121877296330681117e-01 -9.307000209322041639e-02 3.487262467614032652e-03 2.078202662126191897e+35 9.055526558813879321e+34
9.279039775235925491e-01 1.385960769158632311e-01 -2.640443743937784943e-02 1.318265576547507107e-03 9.574857841893052454e+34 8.631779485790549391e+34
9.893791461214878069e-01 1.265992697405438627e-01 -2.673335274183013047e-02 8.996247657483329250e-04 9.117707512218546427e+34 7.267681327246242125e+34
9.490199025587219284e-01 1.554477837664548501e-01 -3.434506152511358074e-02 2.021083984967256102e-03 8.859544793276986462e+34 7.612200419549219409e+34
9.491775956980400553e-01 1.119255079237008350e-02 1.278473113491675021e-02 -1.586320460642783037e-03 1.516029005054871810e+35 1.096073975131629809e+35
5.232669933754559022e-01 2.320898085753543005e-01 -9.776148059131050880e-03 -1.264594638299325249e-03 3.073781384408460592e+35 1.429055084756190490e+35
5.242252888177763026e-01 3.035681055566875064e-01 -2.760383992373632855e-02 -2.240414321315498548e-04 1.589330925624187542e+35 1.285991982981499497e+35
5.990741772151927380e-01 2.960708704191146179e-01 -4.912481090257274363e-02 2.511179860916419419e-03 1.922192305916234885e+35 1.407385523001004547e+35
4.147848815441776416e-01 4.550021759256713816e-01 -7.702044861421991628e-02 3.628112289805983208e-03 1.800893255229499337e+35 1.498525022676626640e+35
2.301349707351388330e-01 6.273889573978446155e-01 -1.094813501597656780e-01 5.378695779641455739e-03 1.600584953727479258e+35 1.560895725650505157e+35
4.499763562665122230e-01 5.119518473650767065e-01 -9.307569643093367706e-02 3.976675147693042520e-03 1.395107664561661884e+35 1.031428662005064136e+35
1.229912588827836384e+00 -1.284862052008038380e-01 3.453174284320777165e-02 -2.826326727346676910e-03 9.468860632564327844e+34 7.176052104125474750e+34
8.947766596546871121e-01 4.547536949811957496e-02 2.526789700166066389e-04 -2.741571078778936546e-04 2.155419501992350440e+35 1.196684920700360085e+35
6.774602750640423832e-01 1.994235873302996620e-01 -1.458540900389274954e-02 -5.182177997637315474e-04 1.561931654753249891e+35 1.209602302124302071e+35
4.135570389776559441e-01 5.724170831810641014e-01 -9.731027118519820773e-02 3.732251321488395598e-03 1.162855986056187187e+35 7.528910044458691409e+34
1.485835943822706007e+00 -2.120417876343262120e-01 2.417776135860055797e-02 -7.295419157910545353e-04 6.724042848679575771e+34 6.580429290412859828e+34
2.975146743562090412e-01 5.005458980140075065e-01 -6.172580561035578145e-02 1.271545513784604498e-03 1.442652895123643621e+35 1.439417992811622206e+35
6.869294392027127660e-01 2.001521161088237466e-01 -1.720993408914427147e-02 -2.532220130165102829e-04 1.563357728743798247e+35 1.218292733027878749e+35
3.170826814266111682e-01 5.093386782827263870e-01 -7.130010006955221635e-02 2.063174149748112866e-03 1.864907643423070241e+35 1.209171901190984960e+35
3.514640010951903260e-01 4.663110001562012497e-01 -6.579634991106692032e-02 2.081591940216887676e-03 1.888207095852444283e+35 1.445539704235426549e+35
2.802514626389914221e-01 4.811091557563293430e-01 -6.215400575216373236e-02 1.534462052044445902e-03 3.080919573466194353e+35 1.359867211673859328e+35
7.571849022923868855e-01 2.125383657752553390e-01 -3.254364149304250775e-02 1.156197228154821292e-03 1.222146836434676772e+35 1.167281483397759568e+35
2.585814996763087237e-01 5.294955218445982492e-01 -7.804089797376650983e-02 3.019228363038808753e-03 2.250107827817388169e+35 1.507915657647234691e+35
2.520367859081237283e-01 8.439274888671017827e-01 -1.814119094025896384e-01 9.494861661677116149e-03 1.084229075031222107e+35 8.234610067282457261e+34
4.668798045387342333e-01 2.665504907329176443e-01 -1.687837158020076903e-02 -8.089124708505322390e-04 2.818702672501440953e+35 1.857482663939405141e+35
2.065707326960416756e-01 6.268225505078373061e-01 -1.046230688386213942e-01 4.765198823228399515e-03 2.257013703943813386e+35 1.270909246937118408e+35
9.485915514275194971e-01 1.805364420704605177e-01 -4.545531358306407338e-02 2.636929670718044568e-03 9.041596281834601337e+34 7.791577525074966889e+34
1.134770364126800768e+00 -1.797072097336765428e-01 5.092954181214842668e-02 -3.546063893804073195e-03 1.660601075695821254e+35 1.514506828520505140e+35
5.472216746315500258e-01 4.977629796649226113e-01 -9.768199444533719189e-02 5.160992692191515574e-03 8.796066217765585559e+34 8.660549044421011396e+34
5.270361150819511398e-01 2.933611842296611760e-01 -2.944761067580976832e-02 5.197347665828510655e-05 1.991574321116868447e+35 1.379216312803031688e+35
3.198994789502323521e-01 4.976393536173360777e-01 -7.053293070529148556e-02 2.408231712184709904e-03 1.870059140729989236e+35 1.300634665685477065e+35
5.574583544995735940e-01 3.319553077948287911e-01 -4.932236759019621719e-02 2.025737400993981620e-03 1.807018755449171321e+35 1.133321002133380368e+35
6.422209985409191857e-01 1.807355650026158944e-01 -5.616967538891819677e-03 -1.345176042143478605e-03 2.181817705673451676e+35 1.323377855838523614e+35
1.155408564183374009e+00 7.052595941705429305e-02 -2.481476430694533331e-02 6.967914550107363273e-04 7.307008821607328248e+34 5.652815874440328854e+34
8.311832914069012812e-01 1.016362297740079079e-01 -7.222551897980127554e-03 -4.355239631470560853e-04 1.990742298287076838e+35 1.171174831424279997e+35
