# gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs
6.759304573749811418e-01 3.287566195523792811e-01 -5.704820875005964936e-02 2.161080559599913836e-03 1.485394922313735393e+35 7.438418992778661024e+34
2.546338409752437193e-01 6.091354917792199952e-01 -1.067761937226467672e-01 5.076620450281441044e-03 2.125334519719090054e+35 1.274617080875564558e+35
4.337342807290232582e-01 3.761216040828661566e-01 -4.790141685678846878e-02 1.262462015147551618e-03 1.808756442213240583e+35 1.671953882223952026e+35
4.126520696035915203e-01 4.622756354519405031e-01 -7.636498359180397821e-02 3.512060873307028697e-03 1.729950879756667355e+35 1.309737631725594599e+35
6.133555346580570333e-01 2.454285816444051471e-01 -2.580993298710819797e-02 2.167996565961974521e-05 2.274859940388742379e+35 1.202837187813450545e+35
6.370447365394600325e-01 1.999145939691276408e-01 -1.990575566926896384e-02 2.906858457646579064e-04 3.820958107888783584e+35 1.192427923131094554e+35
2.506878389446303701e-01 6.388665504054463762e-01 -1.142413158948819701e-01 5.336366711050670106e-03 1.727525398254847583e+35 1.290920757929597514e+35
3.152310783109734116e-01 5.023849607714329091e-01 -7.264222994800009769e-02 2.323360235250819267e-03 2.555944764941497169e+35 1.164014548658133084e+35
4.203514173805728005e-01 4.986020294860354363e-01 -8.930586659350474299e-02 4.460784391944492243e-03 1.521261104114710986e+35 1.176604425335721551e+35
3.114691481543074292e-01 5.037378217310685136e-01 -6.593435403113387383e-02 1.850651822459459511e-03 1.391593801629978693e+35 1.389128762931585444e+35
6.666237768923516382e-01 2.783176566199499491e-01 -4.883628599133768566e-02 2.260498927891873254e-03 1.934766330540432424e+35 1.102822735359792908e+35
3.162269203568395803e-01 5.182061868001932581e-01 -7.879814554715082464e-02 3.025174163606727824e-03 1.617715914142998923e+35 1.482713820487782112e+35
4.718920330756660175e-01 5.417527111080379099e-01 -9.332264971908542373e-02 3.880385053006613506e-03 1.096802965406003168e+35 6.607237003745320977e+34
3.638352751513272421e-01 6.380192338461662116e-01 -1.097236960724070898e-01 4.645124595332317773e-03 8.476631664410288362e+34 8.358241867434737543e+34
5.090656958118295883e-01 3.568246751608304956e-01 -5.023983723867337520e-02 1.575004885987867998e-03 1.650669137908808593e+35 1.385448325212841480e+35
4.359786975141476395e-01 4.247422496742782050e-01 -6.697312410934064264e-02 2.920410091102107648e-03 1.980891293285915400e+35 1.275615021842151641e+35
2.218765651963140739e-01 6.020022099815854899e-01 -9.406405675171368441e-02 3.825448913469566871e-03 1.565012968594141928e+35 1.552674664853635034e+35
5.291924263546564644e-01 3.473683769061626236e-01 -4.849655918246248421e-02 1.636751904678084924e-03 1.428010208135263828e+35 1.372325882561971753e+35
6.643916090400709962e-01 3.072326795171465563e-01 -5.401146665409582714e-02 2.296767635404363146e-03 1.392208282349680725e+35 1.077873690610926524e+35
6.811580755640723739e-01 3.744293344977158156e-01 -7.559561968683341238e-02 4.067784878811494566e-03 1.144963373251616771e+35 7.261051097590552970e+34
3.900094637896923677e-01 4.832474543767638075e-01 -8.088738585923442581e-02 3.786851845544200561e-03 2.333085455960897915e+35 1.070251753332349927e+35
5.303418226977886230e-01 5.334182241878852038e-01 -9.984210561443594700e-02 4.264566200697573160e-03 1.083612144229199256e+35 6.083870916133660627e+34
3.870519459453746758e-01 6.566343367443964185e-01 -1.339994389059270818e-01 6.627149277451395773e-03 1.097591439103034825e+35 9.060787644250313698e+34
7.098939755983073585e-01 3.424228268697480648e-01 -7.040874978146957619e-02 3.098629077523728202e-03 1.160541752916676165e+35 9.298788925179848050e+34
3.102399598689981053e-01 8.475422210244368815e-01 -1.789192722525768942e-01 8.748896082106178557e-03 7.916876121376449834e+34 6.565135014173563970e+34
7.737440390672853940e-01 4.107855380559858882e-01 -9.497771509679328594e-02 4.581433532539249016e-03 7.675708300909140390e+34 6.233876021609911099e+34
7.163847670484358998e-01 4.005026837481544533e-01 -7.651662962322847150e-02 3.241571552283770315e-03 7.576868814521641260e+34 6.219577918140503728e+34
3.301278488865408423e-01 7.762877969212085283e-01 -1.646816862349830546e-01 8.740025072106593490e-03 8.471307487397007957e+34 8.107133660239338333e+34
2.413782941395187231e-01 9.129558241636185345e-01 -2.009452064280298766e-01 1.089862358374337620e-02 9.369866359436860025e+34 6.882155460344225365e+34
3.417731481664132986e-01 6.297520103968495819e-01 -1.158311834713618010e-01 5.438968482074113021e-03 1.460502382956954100e+35 8.170778281649954963e+34
7.569336567323751153e-01 1.864181419347700763e-01 -1.949779736105718836e-02 -2.087446813496963819e-04 1.321987331257102194e+35 1.102056383057100664e+35
2.539139595987249809e-01 7.968991080031333496e-01 -1.644370810280269268e-01 8.230957821083651274e-03 1.350091132138620148e+35 7.975351283120691433e+34
1.478458605421585137e+00 -2.756177406937875274e-01 4.782666839658700902e-02 -3.038545162638815311e-03 1.122413674555279884e+35 6.582958218453683928e+34
6.730675075756858972e-01 4.035579145477520835e-01 -8.043840319146290663e-02 4.132900200343226499e-03 8.541258506811271287e+34 7.699546549341948755e+34
1.032710859870519693e+00 9.970782835405397893e-02 -1.413734400291978728e-02 -2.953227441523082852e-05 7.413047438197462492e+34 6.061670292499124596e+34
4.878251477319777707e-01 3.760854201793181195e-01 -5.471585556251815780e-02 2.174878406014603329e-03 1.626660254548900898e+35 1.323750234954927937e+35
4.580102261737936109e-01 6.659636314706935956e-01 -1.413060118602134096e-01 7.104178612919685547e-03 1.353130183953164314e+35 5.131328786933454069e+34
2.322244133392569743e-01 6.290632895326586649e-01 -1.064008395829416226e-01 4.694081560295892269e-03 1.579681580036149004e+35 1.436669390645747794e+35
2.266330981192656302e-01 8.424691028217801136e-01 -1.809490109861705276e-01 9.779573663372960468e-03 1.039137711601324880e+35 1.022213300557760836e+35
3.615036827587115309e-01 6.785401230094388891e-01 -1.236529236408669269e-01 5.945771578085961781e-03 1.006503367462109965e+35 6.175935985812048064e+34
5.697679867560245803e-01 3.873357990230384407e-01 -6.856080299317204862e-02 3.486345331551999032e-03 1.478207111517620989e+35 9.299909621727740500e+34
4.427191680967822451e-01 4.116565255903633092e-01 -5.895248278613438031e-02 1.835922807746560642e-03 2.006520958719502342e+35 1.191374714826241737e+35
3.861586440914553386e-01 5.512956589966446774e-01 -1.038624873435299023e-01 5.139026197283065416e-03 1.454819397038639701e+35 1.271875109960036858e+35
3.029117534162588665e-01 5.519237715981774040e-01 -9.245060287638154350e-02 4.167520163511286187e-03 1.727831330931085635e+35 1.483085335523204701e+35
1.215333876024678572e+00 -7.126011210124158501e-02 9.102780323664221712e-03 -4.896170681309919758e-04 9.538911997908974794e+34 7.434466951153804118e+34
1.063662606561861734e+00 6.867455082266065228e-04 -1.713649659454816307e-03 8.330203167065632812e-05 1.458775019798890478e+35 8.554385818890419779e+34
7.054135407345903941e-01 1.944070180581047302e-01 -2.794282421871007588e-02 1.270555268989313497e-03 2.259078672066448588e+35 1.299286572827480932e+35
6.716233383739487195e-01 3.677737902978110984e-01 -7.154628753450133216e-02 3.016743237961077174e-03 1.471035209777880691e+35 7.273458366355051641e+34
8.778453170374276304e-01 3.958766691300255602e-01 -1.004584698733060610e-01 5.482072815939060401e-03 6.111622592381676332e+34 4.960767992577068130e+34
2.449093500168517956e-01 6.318983664025928926e-01 -1.094353655380185392e-01 5.013321440869377733e-03 1.650334524024052841e+35 1.291847263923001461e+35
2.373834003391870340e-01 6.400069652908236817e-01 -1.093564325196380582e-01 5.199375869640045743e-03 2.091789839778061206e+35 9.566762444500080207e+34
8.335514250985890383e-01 6.790510776146227445e-02 6.068456798374271925e-04 -6.255569132971096910e-04 2.827893583740874046e+35 1.182035991148457767e+35
7.064586714447751437e-01 1.550483147916566495e-01 -6.833676584450956715e-03 -1.112823752503495260e-03 1.695271847597464508e+35 1.609376215435426845e+35
1.179948064703085331e+00 -1.102342316442946613e-01 3.002811299888563309e-02 -2.456434945654463551e-03 9.802003854606311992e+34 9.397728624695133965e+34
1.339779956587490384e+00 -1.646566561552405272e-01 2.803482586131887319e-02 -1.452528491698778504e-03 7.710442356007726249e+34 7.542082393985397362e+34
4.329456012537661325e-01 4.743722794284858657e-01 -7.556165570447656576e-02 2.992056645492565965e-03 1.472090133970270180e+35 1.030933740202712025e+35
2.459020922238548124e-01 4.945574311459364214e-01 -5.931462037291177630e-02 1.176956439420828986e-03 2.782664351601011660e+35 1.378298426584650305e+35
4.390278988305993946e-01 4.236390000310325532e-01 -6.002781833864154898e-02 1.821544492833928426e-03 1.701682749225282939e+35 1.174302153064005205e+35
5.408318371471954045e-01 3.575848156356588592e-01 -5.779261587689870500e-02 2.438442434137530045e-03 1.786637286458670621e+35 1.262603713144166159e+35
4.660929785888793253e-01 4.994761531306080027e-01 -8.851911798033842982e-02 3.769147643043622292e-03 1.281492642469130416e+35 9.635541406367671364e+34
2.862072666328391302e-01 6.988970789319771670e-01 -1.285917018329182371e-01 5.517825564178664363e-03 1.324921069607135177e+35 8.362392796399732004e+34
1.099138898526848651e+00 9.722929409078544249e-02 -2.669000120223375544e-02 1.660178665441821222e-03 8.017890884875129566e+34 4.938850954409308233e+34
3.394098395333960405e-01 4.796733137100683275e-01 -7.302032945868069946e-02 3.090117100030949100e-03 2.242309235023200935e+35 1.353628009281419886e+35
1.166369609656363160e+00 1.865356415214828867e-01 -7.579802908534129247e-02 4.999515366026468198e-03 6.117266773536920066e+34 5.133878160517179253e+34
8.847294698075712782e-01 1.792431803227525211e-01 -3.163681344338997031e-02 1.059603759144599720e-03 1.284646168267460720e+35 6.510384641527428511e+34
5.280107803613609541e-01 3.903304177151694643e-01 -6.482433450073134262e-02 2.644576613880769179e-03 1.709449415541929692e+35 1.117523881058839643e+35
8.977754309247393261e-01 7.855783903344103203e-02 -1.178264596149597096e-02 6.206925517025144558e-04 1.752917752344738393e+35 1.195192023363060163e+35
2.815577008319709584e-01 6.293703289846063198e-01 -1.167517748458144766e-01 5.868959063285400339e-03 1.466250763353213936e+35 1.377706894460922731e+35
8.353501444383641950e-01 1.432658163123004535e-01 -1.156022059931129456e-02 -5.959507257661314766e-04 1.291396754546780183e+35 8.575056984703599922e+34
4.830036085623664599e-01 4.176277090046975893e-01 -6.196555519064580325e-02 2.111443773848505415e-03 1.268554505470658993e+35 1.187259341601248079e+35
7.643666629200263074e-01 2.121517798204967109e-01 -2.476504239111753519e-02 1.693267125887080093e-05 1.209059958364486867e+35 8.631803694331257098e+34
6.368201685435225246e-01 3.801053534143364332e-01 -7.226615553960011318e-02 3.732021365412110589e-03 1.018429781408428525e+35 9.460120055156821589e+34
9.157044502846264367e-01 3.467864615751691144e-03 1.568500044403423055e-02 -1.795579193297071764e-03 2.230094055017048470e+35 1.211379398615802377e+35
4.954438313255686843e-01 3.475705045692853989e-01 -4.777002346306164632e-02 1.712760203379095486e-03 2.449251465745490827e+35 1.164487898061156773e+35
3.740175657907854334e-01 4.796251477369149474e-01 -6.655113206498390610e-02 2.183231203761234768e-03 1.287093382417093014e+35 1.270409319552843547e+35
4.680276105977975165e-01 3.902775760378208170e-01 -5.947970482172493245e-02 2.319396707216217490e-03 1.975965009929761168e+35 1.373363938403194343e+35
3.521040800831683470e-01 5.162207150013519152e-01 -8.185302388158458009e-02 3.300608640707358710e-03 1.587363719082557857e+35 1.252105020426469927e+35
4.791828311281990382e-01 5.508764388371204523e-01 -9.458206749219055798e-02 3.676944597550688750e-03 1.048715345424390507e+35 6.218438507334655600e+34
4.970373421902625211e-01 5.127838638071094968e-01 -7.686279327254168237e-02 2.423283207518340653e-03 9.316090535568804171e+34 6.071456010129022492e+34
4.246949361193455563e-01 5.217063602978241343e-01 -9.478735265118873321e-02 4.785114978799003688e-03 1.376387825702563163e+35 1.012343121056556162e+35
3.493609533412442847e-01 7.705064375747014971e-01 -1.629818320097688455e-01 8.200565945183754119e-03 8.213726614137574619e+34 7.858194622646817265e+34
4.898781359707262695e-01 3.698458069744372523e-01 -5.114264186664317646e-02 1.659400888793224026e-03 2.327045441805803281e+35 1.016165914330798207e+35
5.862197870260080768e-01 2.808647103649405952e-01 -2.756030387718187008e-02 2.423934211363750488e-05 1.387461435311842486e+35 1.201190473704827165e+35
6.326690418632435753e-01 4.107658416724833672e-01 -7.911949928641286156e-02 3.737396474401210190e-03 9.960539492778143882e+34 8.305953416482931366e+34
5.346269927822818735e-01 5.543961571262671084e-01 -1.198386937079727044e-01 6.239053391141021095e-03 9.341031627857542907e+34 8.850362869807462057e+34
4.064504512157972593e-01 4.947943226685131979e-01 -8.539659327734211436e-02 3.674839969591712097e-03 2.102503081047520934e+35 1.075992791636146186e+35
3.375584051215521630e-01 6.665383021240351979e-01 -1.195248059558505632e-01 5.160083027990403602e-03 1.035260511959646426e+35 7.849409544163126674e+34
6.815155334482547733e-01 3.853936599188577117e-01 -7.572924689181444180e-02 3.852505945996633884e-03 1.045983965262257330e+35 6.781770450858949557e+34
6.784359447171772750e-01 4.979843349338208824e-01 -9.487267851647293582e-02 3.812103635692418689e-03 6.633320641596890673e+34 4.783163916881587570e+34
8.957696367443015451e-01 7.105671540447540402e-02 -5.316951900831414987e-04 -1.048147305929157582e-03 1.291188618608501921e+35 1.248680029745698857e+35
1.480393381849534062e+00 -3.434452308901324580e-01 6.361035653293899139e-02 -3.267340630404104440e-03 1.480567282867306615e+35 9.230538637563085940e+34
5.095470351261079944e-01 5.780448678232419368e-01 -1.120210494658792355e-01 5.711431921314476419e-03 9.397889073825079170e+34 5.756864687947653981e+34
1.019305641998532908e+00 7.924607506500998266e-02 -1.718311621451043200e-02 2.509028554699175651e-04 9.917663379822353330e+34 8.659899945470387951e+34
5.050577214451125174e-01 5.289303947694800057e-01 -8.802626603649768566e-02 3.395364853490216977e-03 9.413005394965429145e+34 6.143871262439709686e+34
3.912713766505006019e-01 4.645971826997976617e-01 -6.063612885184406498e-02 1.616251106235963141e-03 1.363832566474600313e+35 1.090646289847666336e+35
3.985455750326182822e-01 6.616211543981337373e-01 -1.361532866266098318e-01 7.264206423367544629e-03 1.104247851274541416e+35 7.504073593994784025e+34
2.451700205705169555e-01 8.070743185933980657e-01 -1.564933285212879999e-01 8.016989664691918233e-03 1.021690382527640601e+35 6.794415305306536725e+34
3.513293459614841296e-01 7.633746991459816611e-01 -1.589307896547756671e-01 7.834473629887119678e-03 9.993701426679026839e+34 6.451429181906851526e+34
4.794127659364387783e-01 7.228560781973781824e-01 -1.647968831617559193e-01 8.720685636921781531e-03 7.559534421538436578e+34 6.244935553571394338e+34
3.848089277521839491e-01 6.479122358200988252e-01 -1.274241367290840921e-01 5.900292671863657280e-03 1.274638506039220104e+35 7.731214196785294050e+34
5.028030947348746116e-01 6.358213136872937765e-01 -1.476805380008072988e-01 8.302167400202743394e-03 9.612846294536355624e+34 8.040447183632441792e+34
2.139454531496761680e-01 6.091044296038422567e-01 -1.001465741043579410e-01 4.604895248515610343e-03 2.150191921075202096e+35 1.361258745078498001e+35
3.686158627195749715e-01 5.820446677418676940e-01 -1.070181271282098640e-01 4.880630648527164647e-03 1.309546116254001153e+35 1.138407145308365867e+35
4.439538745475686277e-01 5.559117484268711884e-01 -1.052079173584632987e-01 4.988313840235592336e-03 1.126744027074548582e+35 9.308014314237317151e+34
3.183832264099589748e-01 8.636191579998733214e-01 -1.974712159982275894e-01 1.052290349768027905e-02 9.584723892467212334e+34 6.936458789560200679e+34
5.038662919667172835e-01 5.071342554216911047e-01 -9.252901764225600345e-02 4.413517809056267775e-03 1.009014448816477939e+35 8.238771650374690296e+34
5.145891739541920140e-01 6.716809385380608788e-01 -1.530259098298497322e-01 7.941634494204903930e-03 8.782597098087687807e+34 6.031141287109120607e+34
4.304883497537953518e-01 6.038601055729968525e-01 -1.080043951214950115e-01 5.232136446726098900e-03 7.800493608656547467e+34 7.675225470726599874e+34
2.785440400066221955e-01 6.652897488438163087e-01 -1.279099976310102416e-01 6.259954576198084771e-03 1.496647008774667204e+35 1.250644541263313140e+35
3.089581458480238352e-01 7.244953282352747381e-01 -1.437446604007732165e-01 7.482303025181262501e-03 1.203362054651598306e+35 7.422042721208300945e+34
5.071747652409263063e-01 3.589751762339621344e-01 -4.878405069152834395e-02 1.159634150761486510e-03 2.012656852086375431e+35 1.156261580706204558e+35
4.290432017911236517e-01 6.488454138423674911e-01 -1.362034457674831112e-01 7.353734792674083282e-03 1.106200915209342110e+35 7.096213509403300547e+34
4.038040868290453944e-01 6.597002625815143739e-01 -1.293235986905237611e-01 6.351997116160639986e-03 9.349760510809332538e+34 7.269075542818867912e+34
7.901758883257271604e-01 1.519118105613029290e-01 -1.605261195244873582e-02 -3.515740992077743252e-05 1.865408104743408035e+35 9.819859282039981725e+34
3.118773103930751467e-01 8.106543784154429666e-01 -1.731612169731143736e-01 8.788156772960872484e-03 1.229226164783852551e+35 6.026426027328290062e+34
2.818815013732757224e-01 6.549852738568615607e-01 -1.201954682584748524e-01 5.168821800137403041e-03 1.537859480542687940e+35 1.148007708166699160e+35
4.862819822574876438e-01 3.410184504853379095e-01 -4.171981188064537160e-02 8.634881368967776971e-04 1.871872129697041947e+35 1.474565022343888224e+35
6.349278955504524813e-01 4.162617557189087769e-01 -7.053037681803872583e-02 3.085930301929447339e-03 7.966696628243816562e+34 6.889059174283144883e+34
2.454341800805176499e-01 6.581837347923230608e-01 -1.180212048510048128e-01 5.699981587721438155e-03 1.848521973006420048e+35 1.025160202463816293e+35
2.984822386572804076e-01 5.403830116426801000e-01 -8.534739452650766389e-02 3.681101624390697991e-03 2.099974055445813740e+35 1.179653246970615659e+35
2.887960872876379481e-01 5.618487731848399447e-01 -9.196515299889825024e-02 3.681697056075694269e-03 2.509123188272728130e+35 1.154643628254125282e+35
2.080118583788343467e-01 8.858764250536560469e-01 -1.865700470249504750e-01 9.241094689040154839e-03 1.250979012467140623e+35 7.308411678227378357e+34
4.797112160568269834e-01 5.254220565100370388e-01 -9.299662959452713318e-02 3.946005970747487428e-03 1.036204561529112571e+35 8.060618249100656754e+34
3.946745807397061268e-01 6.414182533374144235e-01 -1.112134263457131567e-01 4.726797501322923742e-03 8.610023247948176529e+34 6.642481025382881274e+34
4.469603475825011940e-01 6.700315044227291850e-01 -1.483929969588169973e-01 8.013165257292009791e-03 1.152747570986333482e+35 6.804020703649798425e+34
3.729829591904706976e-01 5.759014776072596264e-01 -1.095309233385008407e-01 5.597606802476820000e-03 1.340546265511423311e+35 1.204465855768321857e+35
2.012363865280363262e-01 5.591358386165694583e-01 -7.676608428140428708e-02 2.560639476268561886e-03 2.546185942235249309e+35 1.350989964637193866e+35
4.580021164862498328e-01 3.855687605346111990e-01 -4.705500965051656603e-02 9.108062613171356891e-04 1.999667336283899127e+35 1.016774326828550345e+35
5.841007057408614811e-01 4.175894000652350946e-01 -7.093745978007359732e-02 2.719295486567871976e-03 1.227551919177087113e+35 7.350390401361323660e+34
2.310822747919080711e-01 7.117577960092668077e-01 -1.305554413140854186e-01 5.694791749824231614e-03 1.458889847372551944e+35 1.076460004550467636e+35
3.572289522683121943e-01 4.745196466119370737e-01 -6.875348171315683043e-02 2.146995734627602740e-03 2.595895228360408926e+35 1.106048323259164652e+35
3.609576948882438630e-01 8.104648472007426330e-01 -1.726789657178218196e-01 8.386205085978691923e-03 7.593670692828662963e+34 6.379586620258409156e+34
4.374760717006426214e-01 5.161051536368305159e-01 -1.001167716567315236e-01 5.236988962461231953e-03 1.441488040101158518e+35 1.229144154084045557e+35
2.426758159598977893e-01 6.686014761841910792e-01 -1.068710533418816139e-01 3.989554546411372069e-03 1.592926565160745029e+35 7.797723053538583837e+34
4.317149641978078600e-01 4.824375971307224842e-01 -8.647312395535101948e-02 4.159154937988372713e-03 2.511364261673586018e+35 9.350278109103283109e+34
2.860073425699118377e-01 6.141401435480841053e-01 -1.098369123193776442e-01 5.096840363103856061e-03 1.577342128142576902e+35 1.296460401316348891e+35
3.455545020160107339e-01 4.964214136510954889e-01 -7.896243437920197339e-02 3.320120990055571136e-03 2.933219036540780101e+35 1.077495220884980013e+35
2.003128776245389486e-01 6.035342027380092844e-01 -8.951054687643324181e-02 3.264157088073510026e-03 2.273735787012607455e+35 1.173261793432343721e+35
2.937579470405441984e-01 4.884625360389438509e-01 -6.925459014225969490e-02 2.288419662616405625e-03 2.336647323627892680e+35 1.657300148017404479e+35
4.857481769078846878e-01 5.073344907038774831e-01 -9.421977759292644861e-02 4.672650440797729461e-03 1.386536897821811953e+35 7.637084044898175903e+34
1.208956610217950534e+00 -2.180288414668760388e-01 5.829033685550701060e-02 -4.131608165558877527e-03 1.523548109411267475e+35 1.243739865490350429e+35
1.272802803611528422e+00 -1.897335670633460147e-01 4.382069565681094570e-02 -3.241548120915243008e-03 1.585874040912482069e+35 7.323853719225990949e+34
1.477717895663947179e+00 -3.225499414561522338e-01 6.944858644799892233e-02 -4.559897486782189466e-03 9.903485641171179843e+34 6.745701327536985505e+34
5.611723387153142451e-01 4.132317317546251867e-01 -5.867109042501622573e-02 1.527692627133120590e-03 1.255689302382279378e+35 6.409663282165560037e+34
4.125928444346245172e-01 4.792748462335302273e-01 -8.044529165053392050e-02 3.829091339726400835e-03 1.776863546742713655e+35 1.088031987951647495e+35
5.086084069499082760e-01 4.384333335653847197e-01 -6.461343204415279096e-02 2.069865560858115319e-03 9.994202324721617009e+34 9.438479767308499934e+34
2.955561017876559560e-01 7.541225954103891738e-01 -1.375147260373811298e-01 5.849814525970438266e-03 1.005738396836723132e+35 6.247593185823252350e+34
1.187516815408868220e+00 -1.789533959685613573e-01 4.611401964584284363e-02 -3.222436453481265957e-03 1.719663489343841815e+35 1.072209775529936311e+35
9.086393141320623368e-01 1.222321194846856113e-01 -2.325587096040912516e-02 1.247582339342828911e-03 1.201610038000739403e+35 1.003658813393856211e+35
1.301283578204823321e+00 -2.321835133641312887e-01 5.462380292667286946e-02 -3.711301271388006001e-03 1.065674293867253759e+35 1.060577742277186476e+35
5.109676176844313300e-01 7.136774598331673269e-01 -1.654199947505718138e-01 8.541615873276503859e-03 7.607797577812179981e+34 5.876023759667294238e+34
1.111145242794710386e+00 -1.679727442563592188e-01 5.130674182650920429e-02 -3.764642376578830520e-03 1.670288547143958225e+35 1.463117993796317654e+35
3.808215216449686857e-01 4.557330349893722876e-01 -6.738922928250946909e-02 2.180571636407491447e-03 2.128202731341176595e+35 1.348360563123324722e+35
9.727991092038765775e-01 -9.167603879141950074e-03 1.273584810922396421e-02 -1.307810380269105880e-03 1.582320569336346199e+35 1.294645813059349523e+35
2.778396807639100796e-01 5.046217769241136963e-01 -6.387232435842014888e-02 1.629292432369039726e-03 1.947884106140327885e+35 1.292465537187825382e+35
4.855518815248786590e-01 5.001406554547455086e-01 -8.209274067501723393e-02 3.467004525186192804e-03 9.302501850747554215e+34 8.265410983875839642e+34
1.242226269861307797e+00 -7.022403678265276561e-02 6.073797444392128701e-04 5.211651994317108121e-04 1.010675869656075900e+35 7.526830970939313143e+34
5.873781354478944117e-01 5.122623889302481137e-01 -1.126797330192374075e-01 5.797724773013618153e-03 9.305939696020239125e+34 8.814011661362558363e+34
2.803842952441769620e-01 5.944947586198068290e-01 -9.761745280069984709e-02 4.123904454406680103e-03 2.128989245175040178e+35 9.470747153277558887e+34
5.733805873132757913e-01 2.964982575293261813e-01 -2.857871091232277658e-02 -1.142915700935350225e-04 1.314679588193398704e+35 1.142090398161416935e+35
5.358028837389384735e-01 3.478834495792599291e-01 -5.179479248268693131e-02 1.837723829718179670e-03 1.608399693839940045e+35 1.375385089267183686e+35
4.028384885711534524e-01 4.528122339350789671e-01 -6.963496384084723323e-02 2.685894158472546152e-03 1.565705058676252543e+35 1.515314390044335518e+35
4.913678359073140878e-01 3.863197495520729330e-01 -5.374809969156950362e-02 1.519354465244095957e-03 1.434488717944181878e+35 1.263925913263625859e+35
4.443134492177957529e-01 4.362347440682697308e-01 -7.116300893891569501e-02 2.816621359494086464e-03 1.665053553313202473e+35 1.469186919784042303e+35
1.105461837538569858e+00 2.963860249246460382e-02 -6.500763063527918717e-03 5.521567683214580950e-06 8.269351908668839101e+34 6.888259841188045789e+34
1.047175505563616715e+00 1.188235416806224382e-01 -3.745871599537430041e-02 2.330346344313821878e-03 8.879093486964782378e+34 7.302312861600631185e+34
1.111560136025677492e+00 -1.069942147877075977e-01 3.253174707515248121e-02 -2.406338797864167149e-03 1.534033043663988302e+35 9.793681221768296127e+34
1.275995074819716857e+00 -1.745566262686095993e-01 4.696093282407326486e-02 -3.617910244012497931e-03 1.086975506519193518e+35 5.986717676208193413e+34
1.077190896931803143e+00 -1.265182563707501207e-01 4.073722385567997428e-02 -3.154629913030512680e-03 1.990750297622362173e+35 1.249083866447304483e+35
9.350190659070206634e-01 9.022391680494222521e-02 -4.906269791501759528e-03 -8.226376357371822760e-04 1.236822693746962811e+35 7.284398844817496881e+34
6.514149697161832897e-01 4.335007424642048357e-01 -8.758464402698724893e-02 3.787242453458356060e-03 8.791074374564439086e+34 8.207701184235678401e+34
7.404328191799988135e-01 1.922156616722439093e-01 -2.842779966073430767e-02 9.640660633743375384e-04 1.818425736361892330e+35 1.264511750918294912e+35
3.242879655095067259e-01 8.474836939027327043e-01 -1.941855878642653743e-01 1.058065972153312585e-02 9.883462509152548653e+34 7.060614712265354372e+34
6.952469685341634564e-01 5.339699803695445723e-01 -1.283339466749252589e-01 6.645915627852967168e-03 6.898539123131991537e+34 6.096325016848836541e+34
4.292661939037498153e-01 9.005327929896193018e-01 -2.211146554257230057e-01 1.229792669612376349e-02 6.096276822511049694e+34 5.464461262918872687e+34
8.282292465013788574e-01 1.980418275716392951e-01 -2.267061054576635648e-02 1.674602108558242552e-04 8.567539975902947511e+34 7.673401744522230517e+34
3.010182677774291271e-01 5.565619968606903001e-01 -9.394423115672524693e-02 3.997446645001527868e-03 2.088475051093084236e+35 1.369201613958836586e+35
5.762302554560951862e-01 6.196712941538298214e-01 -1.457358291439849463e-01 7.743571523322396143e-03 8.560017123208424758e+34 6.272486089965843742e+34
2.993370682667114147e-01 7.193536270298758195e-01 -1.302079941390780204e-01 6.140990397800982943e-03 9.091542696386470354e+34 7.598092141346469813e+34
2.300419428092320140e-01 6.081703498091942661e-01 -1.011955560821902050e-01 4.684166849715593051e-03 1.790919742794080405e+35 1.440059584187280420e+35
3.960613243651725512e-01 3.198563149678479434e-01 -2.425375350746472244e-02 -5.529339917021455601e-04 2.616444220345445618e+35 1.918314714244690243e+35
2.801904987547245707e-01 4.678549013393066835e-01 -6.416029795871418251e-02 2.278876483809403990e-03 2.717986361397012927e+35 1.881183153187223866e+35
3.516177760638313776e-01 5.774505205883180281e-01 -1.046654732934142601e-01 4.896683337839218171e-03 1.657114078721864585e+35 1.039454550888060577e+35
2.872592437549437716e-01 7.244878689635647628e-01 -1.400101766903655842e-01 7.124962696230055688e-03 1.160638423495670602e+35 8.089839156164497353e+34
1.299959774869674956e+00 -1.579330245626580642e-01 3.443535397995656916e-02 -2.498013361896879100e-03 1.226757255960264128e+35 5.398549140495350765e+34
2.073665272806887450e-01 6.421821915554752902e-01 -1.086155781463299247e-01 5.101880496609006131e-03 2.103293460822350482e+35 1.164225231091772696e+35
5.387709101121596067e-01 6.057895022948791564e-01 -1.182886903993832506e-01 5.173435511637485516e-03 8.235327943362891334e+34 5.006787220419994330e+34
7.579352355385970963e-01 2.780951059898779665e-01 -5.415892426414915806e-02 2.518457733651606901e-03 1.290433685629675831e+35 8.224071799808672285e+34
2.796659388435996929e-01 8.685101386781604038e-01 -1.933214461702951192e-01 1.028466382012659108e-02 1.197963895628453894e+35 6.414707857601204743e+34
2.775205287473626603e-01 8.747950986140338170e-01 -1.919570976068511181e-01 9.952914917350940208e-03 1.055541577336989769e+35 6.452798825944668517e+34
